Author,Closeness,Betweenness,Centrality
ramakumar1729,0.6174806565588801,0.38844395065872167,0.5019455252918288
AllenShow,0.370488393935328,0.0,0.011673151750972763
korosig,0.43498637344633656,0.003303488961319704,0.03501945525291829
BloodD,0.4116537710392534,0.0,0.007782101167315175
dandanmylady,0.370488393935328,0.007113326848249027,0.007782101167315175
SushantAI,0.36921523794242317,0.0,0.0038910505836575876
Ekkalak-T,0.4439736952117567,0.0002585611535027879,0.023346303501945526
prakhar2811,0.4358686987474447,0.0008604112092938122,0.027237354085603113
iamhere1,0.3737100321434614,0.0,0.019455252918287938
nishathussain,0.43853728261732705,0.004921251829790539,0.042801556420233464
xuanhuiwang,0.588721283513672,0.3194943278080887,0.4396887159533074
eggie5,0.5032395046428343,0.10019522367446215,0.2178988326848249
bendersky,0.5279687186301971,0.14359663252267785,0.2840466926070039
vkaul11,0.43323239613405296,0.0020046180876005,0.0311284046692607
virattt,0.37112827026336837,0.0,0.007782101167315175
ChaosCY,0.4116537710392534,0.0,0.007782101167315175
martinbomio,0.41323705477401973,0.0,0.01556420233463035
bduclaux,0.3979319786712783,0.0,0.019455252918287938
lasclocker,0.37436109491723046,0.0,0.019455252918287938
Dinesh-Mali,0.44489289540888255,0.0017662198827842052,0.027237354085603113
fangkuann,0.4486080761638628,0.0035261655986820162,0.038910505836575876
rishabhsshah,0.3906968517863459,0.0,0.011673151750972763
vbod,0.4116537710392534,0.0,0.007782101167315175
LiangqunLu,0.4581732803464611,0.007217028218541763,0.04669260700389105
biggestT,0.3921227527052742,0.0,0.01556420233463035
nzhiltsov,0.3921227527052742,0.0,0.01556420233463035
ZhouM1118,0.37965241781358705,0.00022799124513618672,0.019455252918287938
dartrevan,0.4116537710392534,0.0,0.007782101167315175
nalin-mathur,0.3957334594520999,0.0,0.007782101167315175
we1559,0.4156349487088786,0.0015675302830276082,0.023346303501945526
rkonowk,0.37436109491723046,0.0,0.019455252918287938
sbruch,0.4533402288660132,0.014664380943715805,0.0622568093385214
xxllp,0.36921523794242317,0.0,0.0038910505836575876
nm-narasimha,0.43764413132890073,0.002333030353914352,0.03501945525291829
pentney,0.36921523794242317,0.0,0.0038910505836575876
PeterAJansen,0.43498637344633656,0.0002834124136666119,0.019455252918287938
filthysocks,0.37698819032015835,0.0,0.01556420233463035
Mistobaan,0.36921523794242317,0.0,0.0038910505836575876
miguelwon,0.36921523794242317,0.0,0.0038910505836575876
TalhaAsmal,0.41887576702239815,0.0013615056402613373,0.0311284046692607
felipeacunago,0.36921523794242317,0.0,0.0038910505836575876
utopn,0.3750144301614141,0.0,0.011673151750972763
masunomatiko,0.4140332726059543,0.0,0.01556420233463035
gabegrand,0.36921523794242317,0.0,0.0038910505836575876
hazardwayne,0.4116537710392534,0.0,0.007782101167315175
RodrigoVillatoro,0.3737100321434614,0.0,0.007782101167315175
weilonghu,0.3756700497945634,6.970018065591995e-05,0.01556420233463035
rbrackney,0.4100825734398669,3.643254038438864e-05,0.019455252918287938
J-Mourad,0.3789828368297888,0.001746329424466585,0.027237354085603113
Walrusbane,0.3698507202796734,0.0,0.007782101167315175
jpvelez,0.41323705477401973,0.0,0.01556420233463035
zenogantner,0.4148325646380121,0.0005386021748193437,0.019455252918287938
vdv1g16,0.4323607011720126,0.00016603552899759126,0.019455252918287938
283222278,0.36921523794242317,0.0,0.0038910505836575876
pingsutw,0.3737100321434614,0.0,0.007782101167315175
charleystran,0.3756700497945634,0.0,0.011673151750972763
davidcereal,0.4156349487088786,0.0018068487122475446,0.023346303501945526
lyyanlely,0.45143543798842495,0.04388823235643515,0.05058365758754864
VikashPeddakota999,0.37112827026336837,0.0,0.007782101167315175
levyfan,0.45238582838419,0.0007792428975855527,0.0311284046692607
sleepsophia,0.4140332726059543,0.0,0.01556420233463035
n3011,0.3737100321434614,0.0,0.019455252918287938
Pascal-Iv,0.442146642968087,0.0016544217138514312,0.038910505836575876
wmelton,0.36921523794242317,0.0,0.0038910505836575876
azagniotov,0.4486080761638628,0.016928243353168632,0.07782101167315175
ELind77,0.3979319786712783,0.0,0.019455252918287938
currylym,0.3979319786712783,0.0,0.01556420233463035
vitalyli,0.378315613525511,0.009401446545780203,0.01556420233463035
franckjay,0.3737100321434614,0.0,0.007782101167315175
2012060010010,0.3957334594520999,0.001111222090976469,0.03501945525291829
davemssavage,0.378315613525511,0.00012724082823790996,0.023346303501945526
googlebot,0.45238582838419,0.01724963009727678,0.08560311284046693
nscozzaro,0.37436109491723046,0.0,0.007782101167315175
hopeemac,0.370488393935328,0.0,0.011673151750972763
kshitij91,0.4116537710392534,0.0,0.007782101167315175
whatsmyname,0.4124438934404803,0.0,0.011673151750972763
sjhermanek,0.41086667013860473,0.0006622515103789424,0.023346303501945526
graviraja,0.4100825734398669,3.643254038438864e-05,0.019455252918287938
lorenzospataro,0.370488393935328,0.0,0.011673151750972763
kkonevets,0.42051520250976565,0.0011361424527158966,0.023346303501945526
mathemakitten,0.3979319786712783,0.0,0.01556420233463035
amir-rahnama,0.4124438934404803,0.0006654393555536554,0.011673151750972763
yzhangswingman,0.4180608336235219,0.0005299420167489233,0.0311284046692607
nkg114mc,0.36921523794242317,0.0,0.0038910505836575876
vishnuapp,0.40852332411119824,0.0,0.011673151750972763
MathildaSu,0.3964635949861444,0.0,0.011673151750972763
daanvdn,0.3979319786712783,0.0,0.019455252918287938
mayank953,0.4533402288660132,0.011232296707334465,0.058365758754863814
Wentong-DST,0.4140332726059543,0.0007140774878493753,0.01556420233463035
samanemami,0.3698507202796734,0.0,0.007782101167315175
siamakz,0.3698507202796734,0.0,0.007782101167315175
anirbanblackbuck,0.38372012229016117,0.005362769753957132,0.027237354085603113
amrzv,0.36921523794242317,0.0,0.0038910505836575876
Gaby71,0.4148325646380121,0.007113326848249028,0.019455252918287938
divyakyatam,0.36921523794242317,0.0,0.0038910505836575876
jplu,0.3737100321434614,0.0,0.007782101167315175
mbw314,0.4140332726059543,0.0009314746431841135,0.0311284046692607
rickyyue,0.4124438934404803,0.0,0.011673151750972763
karsures,0.370488393935328,0.0,0.011673151750972763
zhenduow,0.3776507354701059,0.004244993389190251,0.01556420233463035
ct2357,0.37436109491723046,0.0,0.019455252918287938
adamolien,0.3698507202796734,0.0,0.007782101167315175
yaxirhuxxain,0.36921523794242317,0.0,0.0038910505836575876
mulangonando,0.4196938837548638,0.0021163424909121102,0.03501945525291829
aradhanacha,0.37436109491723046,0.0,0.019455252918287938
mercarikaicheung,0.4180608336235219,0.00043311098758569574,0.01556420233463035
tiru1930,0.389987783089819,0.0,0.007782101167315175
sdeepaknarayanan,0.36921523794242317,0.0,0.0038910505836575876
AlexanderJLiu,0.4306277925500807,0.0002215737137916127,0.019455252918287938
AStupidBear,0.370488393935328,0.0,0.011673151750972763
MiladShahidi,0.43764413132890073,0.0015699585658499233,0.027237354085603113
cjmcgraw,0.41724906501454423,0.003097087247895855,0.0311284046692607
darlliu,0.40930146377617194,0.0,0.01556420233463035
ambodi,0.36921523794242317,0.0,0.0038910505836575876
hdatteln,0.4213397421225299,0.0008201305294096937,0.019455252918287938
DeepColin,0.3957334594520999,0.0,0.007782101167315175
Anticsss,0.389987783089819,0.0,0.007782101167315175
hanshuguang-google,0.4439736952117567,0.01146777588782216,0.04669260700389105
robertosolargallardo,0.3957334594520999,0.0,0.007782101167315175
muik,0.4140332726059543,1.3679474708171205e-05,0.01556420233463035
fly12357,0.43149250699295233,0.001161814433944783,0.01556420233463035
hi-bingo,0.37436109491723046,0.0,0.019455252918287938
pvahabi,0.40852332411119824,0.0,0.011673151750972763
davidmosca,0.43764413132890073,0.002487590255199979,0.03501945525291829
PharaonHub,0.4116537710392534,0.0,0.007782101167315175
waldstein1983,0.4140332726059543,0.0004942343547341111,0.019455252918287938
dynamicwebpaige,0.3979319786712783,0.0,0.019455252918287938
edwardchor,0.41323705477401973,0.0,0.01556420233463035
OmidSaremi,0.37112827026336837,0.0,0.011673151750972763
TDDFT,0.4467427619178592,0.00463072015348408,0.027237354085603113
sagarkar10,0.3471458295355255,0.0015382351331250893,0.023346303501945526
softwaredoug,0.342170809685494,0.0,0.019455252918287938
vertika-19,0.32907085525649354,0.0,0.011673151750972763
stanpcf,0.3305896438192158,0.0,0.011673151750972763
cwj,0.342170809685494,0.0,0.019455252918287938
tomleung1996,0.35517895616940537,0.0002850373085356061,0.019455252918287938
Shiki-H,0.342170809685494,0.0,0.019455252918287938
supersush,0.40015506235100606,0.0001957105799518251,0.019455252918287938
cloverrose,0.3857868374910059,0.0,0.011673151750972763
FroilanYue,0.38928128348277224,8.897757560208924e-05,0.011673151750972763
lc0,0.3635926708671578,0.0,0.011673151750972763
johnvorsten,0.3914085036110934,0.00048003966171508526,0.023346303501945526
nadavdev,0.3635926708671578,0.0,0.011673151750972763
Jmexperiment100,0.30610152205482943,0.0,0.007782101167315175
shioriarie,0.35873667526292197,0.0,0.0038910505836575876
MoyanZitto,0.38440656258048345,0.0,0.007782101167315175
ratulray,0.35933656936871283,0.0,0.007782101167315175
anushaj13,0.35873667526292197,0.0,0.0038910505836575876
pluspluswu,0.35933656936871283,0.0,0.007782101167315175
VittalP,0.36114835039073995,0.0,0.011673151750972763
dazcona,0.40620655667767536,0.005876552584359006,0.027237354085603113
NidhiRustagi,0.35873667526292197,0.0,0.0038910505836575876
eirikaso,0.36114835039073995,0.0,0.01556420233463035
zxyscz,0.3850954632302693,0.0,0.011673151750972763
Shuailong,0.35873667526292197,0.0,0.0038910505836575876
primetang,0.38440656258048345,0.0,0.007782101167315175
smith6cr,0.35873667526292197,0.0,0.0038910505836575876
theoqian,0.36114835039073995,0.0,0.007782101167315175
KimuraTian,0.40015506235100606,0.0,0.019455252918287938
DianeHu,0.36482728095499195,0.0,0.007782101167315175
ebernhardson,0.35873667526292197,0.0,0.0038910505836575876
Trezorro,0.36114835039073995,0.0,0.01556420233463035
reidswanson,0.35873667526292197,0.0,0.0038910505836575876
muthuayyanar,0.35873667526292197,0.0,0.0038910505836575876
baokunguo,0.35933656936871283,0.0,0.007782101167315175
zhyluo,0.35933656936871283,0.0,0.007782101167315175
motiteux,0.3654477355144392,0.0,0.01556420233463035
eladBenedict,0.3605423967827018,0.0,0.007782101167315175
marlanbar,0.35873667526292197,0.0,0.0038910505836575876
HongleiZhuang,0.4213397421225299,0.01808405062296114,0.06614785992217899
jeisinge,0.3857868374910059,0.0,0.011673151750972763
felixmaximilian,0.35873667526292197,0.0,0.0038910505836575876
mkfilipiuk,0.35873667526292197,0.0,0.0038910505836575876
StarWang,0.35873667526292197,0.0,0.0038910505836575876
gever-ashdodi,0.35873667526292197,0.0,0.0038910505836575876
aburkard,0.35873667526292197,0.0,0.0038910505836575876
samuel-wong-taiger,0.36175634424661657,0.0,0.007782101167315175
PoorvaRane,0.38167543247333974,0.0,0.011673151750972763
carrot321,0.3850954632302693,0.0,0.011673151750972763
HarrieO,0.35993847317000044,0.0,0.011673151750972763
nsalerni,0.3850954632302693,0.002079241773277524,0.027237354085603113
dbarmak,0.35873667526292197,0.0,0.0038910505836575876
oapandit,0.3857868374910059,0.0,0.01556420233463035
NataliyaDi,0.35873667526292197,0.0,0.0038910505836575876
twinsken,0.36114835039073995,0.0,0.007782101167315175
erikinfo,0.35993847317000044,0.0,0.007782101167315175
weirencRicky,0.3857868374910059,0.0,0.01556420233463035
cs5090237,0.35873667526292197,0.0,0.0038910505836575876
zyenge,0.35873667526292197,0.0,0.0038910505836575876
Mitchell-gitrepo,0.35873667526292197,0.0,0.0038910505836575876
HoltSpalding,0.36114835039073995,0.0,0.01556420233463035
build8e23,0.4024031244990455,0.00038220500586745717,0.023346303501945526
DbVikas,0.3654477355144392,0.0,0.01556420233463035
arita37,0.35873667526292197,0.0,0.0038910505836575876
Xilun-Chen,0.38440656258048345,0.0,0.007782101167315175
nalin-mathur-oyo,0.35517895616940537,0.0,0.011673151750972763
working-estimate,0.3575428760107991,0.0006941527384742362,0.023346303501945526
laxmimerit,0.32508815201587027,0.0,0.0038910505836575876
LoayHM,0.32508815201587027,0.0,0.0038910505836575876
ypopkov,0.32508815201587027,0.0,0.0038910505836575876
kunalkishore,0.32907085525649354,0.0,0.019455252918287938
hodeld,0.32907085525649354,0.0,0.019455252918287938
meg261995,0.35342642842514843,0.0,0.011673151750972763
rjagerman,0.3432640071605276,0.024669722701518303,0.038910505836575876
whuissyxa,0.35342642842514843,0.0,0.011673151750972763
WhatAreTheInsights,0.35342642842514843,0.0,0.011673151750972763
youcefjd,0.35342642842514843,0.0,0.011673151750972763
robertwt7,0.35342642842514843,0.0,0.011673151750972763
Yazhou-Liu,0.32508815201587027,0.0,0.0038910505836575876
richardimms,0.30265249082040885,0.0,0.0038910505836575876
jack-cx,0.30265249082040885,0.0,0.0038910505836575876
nickwood0739,0.30265249082040885,0.0,0.0038910505836575876
tillwf,0.3043672358108927,0.01419625486381323,0.011673151750972763
renyi533,0.0,0.0,0.0
zhduan,0.0,0.0,0.0
RonsenbergVI,0.0,0.0,0.0
chunduriv,0.0,0.0,0.0
tangzhy,0.3394680386769198,0.0,0.007782101167315175
mhajiaghayi,0.33575510700389105,0.0,0.007782101167315175
luckyfgong,0.33575510700389105,0.0,0.007782101167315175
opringle,0.33523130808500823,0.0,0.0038910505836575876
dsl10brc,0.3400051716495099,0.0,0.011673151750972763
Tahsin-Mayeesha,0.33523130808500823,0.0,0.0038910505836575876
anuragreddygv323,0.33628054535600976,0.0,0.007782101167315175
sosososo,0.33628054535600976,0.0,0.011673151750972763
AkbarAlam,0.33523130808500823,0.0,0.0038910505836575876
licoen,0.33628054535600976,0.0,0.011673151750972763
MiladAlshomary,0.28882159742270197,0.0,0.0038910505836575876
WesleyHung,0.28882159742270197,0.0,0.0038910505836575876
CYL586309,0.2827411427401188,0.0,0.011673151750972763
afcarvallo,0.0,0.0,0.0
kevin2018pg,0.28574902723735407,0.0,0.0038910505836575876
laliteshm,0.0,0.0,0.0
Daphneitec,0.29928031822073853,0.0,0.0038910505836575876
heyanxian,0.30137905818021077,0.0,0.0038910505836575876
DavidV17,0.0,0.0,0.0
yatharth96,0.26398435931509856,0.0,0.0038910505836575876
phaidara,0.22859922178988326,0.0,0.0038910505836575876
tanguycdls,0.22859922178988326,0.0,0.0038910505836575876
Yu-Zhou,0.24986426567731426,0.0,0.0038910505836575876
pangpang97,0.24986426567731426,0.0,0.0038910505836575876
ganeshparameswaran,0.24986426567731426,0.0,0.0038910505836575876
trumandaniels,0.0,0.0,0.0
xiaoyichao,0.0,0.0,0.0
aneeshjain,0.26793424997816745,0.0,0.0038910505836575876
wangziliang11,0.0,0.0,0.0
shirinssalehi,0.0,0.0,0.0
pierce1987,0.0038910505836575876,0.0,0.0038910505836575876
RyanKimyou,0.0038910505836575876,0.0,0.0038910505836575876
malembetirick,0.0,0.0,0.0
failingmiserably,0.0,0.0,0.0
tracycuixin,0.0,0.0,0.0
ShahrzadZolghadr,0.0,0.0,0.0
shijing001,0.0,0.0,0.0
cBournhonesque,0.0,0.0,0.0
Tejas-Nanaware,0.0,0.0,0.0
kyledufrane,0.0,0.0,0.0
orsonadams,0.0,0.0,0.0
